,age,job,marital,education,default,housing,loan,contact,month,day_week,campaign,previous,poutcome,subscribed
8483,57,1,1,8,2,1,1,2,5,4,19,0,2,no
8484,46,11,2,3,2,1,1,2,5,4,7,0,2,no
8485,28,2,2,2,2,1,1,2,5,4,7,0,2,no
8486,36,2,2,3,2,1,1,2,5,4,1,0,2,no
8487,38,8,2,4,2,1,1,2,5,4,11,0,2,no
8488,36,1,3,4,1,3,1,2,5,4,1,0,2,no
8489,45,10,2,7,2,1,3,2,5,4,4,0,2,yes
8490,35,8,2,4,2,1,1,2,5,5,14,0,2,no
8491,30,2,3,3,1,1,1,2,5,5,11,0,2,no
8492,35,2,2,1,2,3,1,2,5,5,6,0,2,no
8493,42,10,3,4,1,3,1,2,5,5,1,0,2,no
8494,44,1,2,7,1,3,1,2,5,5,1,0,2,no
8495,48,6,2,1,2,1,1,2,5,5,8,0,2,no
8496,26,1,3,4,1,3,3,2,5,5,1,0,2,no
8497,30,8,1,3,1,1,1,2,5,5,1,0,2,no
8498,56,2,2,3,2,1,1,2,5,5,6,0,2,no
8499,26,2,2,3,1,3,1,2,5,5,1,0,2,no
8500,50,1,2,7,1,3,1,2,5,5,1,0,2,no
8501,34,3,2,1,1,3,1,2,5,5,1,0,2,no
8502,52,6,2,1,1,1,1,2,5,5,1,0,2,yes
8503,58,1,3,7,1,1,3,2,5,5,3,0,2,no
8504,50,10,2,6,1,1,1,2,5,5,2,0,2,no
8505,43,2,2,1,1,3,1,2,5,5,4,0,2,no
8506,46,2,2,6,2,1,1,2,5,5,1,0,2,no
8507,45,2,2,1,2,3,1,2,5,5,2,0,2,no
8508,31,1,2,4,2,3,3,2,5,5,2,0,2,no
8509,39,8,2,4,2,3,1,2,5,5,3,0,2,no
8510,31,10,2,6,1,3,1,2,5,5,2,0,2,no
8511,34,5,2,7,2,1,3,2,5,5,2,0,2,no
8512,46,2,2,2,1,3,1,2,5,5,2,0,2,no
8513,30,2,2,1,1,3,1,2,5,5,3,0,2,no
8514,30,9,3,4,1,1,1,2,5,5,1,0,2,yes
8515,37,10,3,4,1,2,2,2,5,5,3,0,2,no
8516,38,12,2,2,1,1,1,2,5,5,3,0,2,no
8517,41,1,2,7,1,1,1,2,5,5,4,0,2,no
8518,48,1,1,4,1,1,1,2,5,5,3,0,2,no
8519,39,2,2,3,1,2,2,2,5,5,4,0,2,no
8520,41,7,2,1,1,3,1,2,5,5,3,0,2,no
8521,57,2,2,1,2,3,1,2,5,5,5,0,2,no
8522,31,2,2,2,1,3,1,2,5,5,2,0,2,no
8523,41,12,3,8,2,3,3,2,5,5,2,0,2,no
8524,54,1,1,8,2,1,1,2,5,5,2,0,2,no
8525,42,2,3,1,1,1,1,2,5,5,2,0,2,no
8526,32,2,2,6,1,3,1,2,5,5,2,0,2,no
8527,47,1,1,7,1,1,1,2,5,5,4,0,2,no
8528,26,12,3,4,2,3,3,2,5,5,15,0,2,yes
8529,39,1,2,4,1,3,1,2,5,5,4,0,2,yes
8530,36,3,2,2,2,1,1,2,5,5,5,0,2,no
8531,26,2,3,2,1,1,1,2,5,5,1,0,2,no
8532,32,2,3,7,1,1,1,2,5,5,1,0,2,no
8533,29,11,2,4,2,1,1,2,5,5,1,0,2,no
8534,30,1,2,7,1,3,1,2,5,5,1,0,2,no
8535,38,1,3,7,1,1,3,2,5,5,1,0,2,yes
8536,25,1,3,4,1,3,3,2,5,5,1,0,2,no
8537,33,1,2,7,1,1,1,2,5,5,2,0,2,no
8538,41,10,2,3,2,1,1,2,5,5,1,0,2,no
8539,31,2,2,1,2,3,1,2,5,5,1,0,2,no
8540,29,1,2,4,1,3,1,2,5,5,2,0,2,no
8541,42,1,2,2,1,3,3,2,5,5,1,0,2,no
8542,35,1,3,4,1,1,1,2,5,5,2,0,2,yes
8543,60,1,2,4,1,1,3,2,5,5,8,0,2,no
8544,48,1,2,4,1,3,3,2,5,5,1,0,2,no
8545,58,2,1,8,1,3,1,2,5,5,1,0,2,no
8546,46,1,2,4,1,3,3,2,5,5,10,0,2,no
8547,30,8,3,6,1,1,1,2,5,5,1,0,2,no
8548,31,2,2,2,2,1,1,2,5,5,4,0,2,no
8549,34,1,3,7,1,1,1,2,5,5,1,0,2,no
8550,37,1,1,7,1,1,1,2,5,5,2,0,2,no
8551,24,9,3,4,1,1,1,2,5,5,1,0,2,no
8552,58,8,2,1,1,3,1,2,5,5,1,0,2,no
8553,59,6,2,6,1,3,1,2,5,5,9,0,2,no
8554,36,3,2,7,1,3,1,2,5,5,1,0,2,no
8555,28,5,3,7,1,1,1,2,5,5,1,0,2,no
8556,31,2,2,3,1,1,1,2,5,5,1,0,2,no
8557,23,2,3,3,1,3,1,2,5,5,1,0,2,no
8558,34,10,1,3,1,1,1,2,5,5,1,0,2,no
8559,40,1,2,4,1,3,3,2,5,5,10,0,2,no
8560,46,10,2,6,2,3,1,2,5,5,8,0,2,no
8561,25,2,2,4,1,1,3,2,5,5,1,0,2,no
8562,33,1,2,7,1,3,1,2,5,5,1,0,2,no
8563,26,10,3,6,1,3,1,2,5,5,1,0,2,no
8564,32,1,3,7,1,3,3,2,5,5,1,0,2,no
8565,50,1,3,7,1,1,1,2,5,5,6,0,2,no
8566,32,1,3,7,1,1,3,2,5,5,1,0,2,no
8567,26,10,3,6,1,3,1,2,5,5,1,0,2,no
8568,34,1,2,4,1,1,1,2,5,5,1,0,2,yes
8569,31,8,3,4,1,3,1,2,5,5,1,0,2,no
8570,34,5,2,7,1,1,1,2,5,5,2,0,2,no
8571,31,8,3,4,1,3,3,2,5,5,1,0,2,no
8572,26,2,3,2,1,1,1,2,5,5,2,0,2,no
8573,42,2,2,1,2,3,3,2,5,5,9,0,2,no
8574,26,5,3,3,1,3,1,2,5,5,1,0,2,no
8575,27,7,3,7,1,3,3,2,5,5,1,0,2,no
8576,30,2,2,4,1,1,1,2,5,5,1,0,2,no
8577,50,1,2,4,1,1,1,2,5,5,1,0,2,no
8578,55,6,1,6,1,1,1,2,5,5,1,0,2,no
8579,50,7,2,3,2,1,1,2,5,5,2,0,2,no
8580,52,6,2,1,1,1,3,2,5,5,3,0,2,no
8581,36,2,3,3,1,1,1,2,5,5,1,0,2,no
8582,29,1,3,4,1,1,1,2,5,5,1,0,2,no
8583,36,2,2,1,1,1,1,2,5,5,4,0,2,no
8584,26,1,2,4,1,3,3,2,5,5,2,0,2,no
8585,25,1,2,4,1,3,1,2,5,5,2,0,2,no
8586,45,7,3,4,1,1,1,2,5,5,1,0,2,no
8587,28,2,3,4,1,3,3,2,5,5,1,0,2,no
8588,31,2,1,3,1,3,3,2,5,5,2,0,2,no
8589,27,9,3,7,2,3,1,2,5,5,2,0,2,no
8590,32,8,2,4,1,1,1,2,5,5,2,0,2,no
8591,57,2,2,3,1,3,3,2,5,5,2,0,2,no
8592,27,2,3,2,1,3,3,2,5,5,3,0,2,no
8593,39,2,2,2,1,3,3,2,5,5,1,0,2,no
8594,50,10,2,6,2,3,3,2,5,5,1,0,2,no
8595,29,1,3,4,1,1,1,2,5,5,1,0,2,no
8596,31,2,3,3,1,1,1,2,5,5,2,0,2,yes
8597,25,8,3,4,1,1,1,2,5,5,1,0,2,no
8598,38,2,2,2,2,1,1,2,5,5,1,0,2,no
8599,38,2,3,4,2,3,1,2,5,5,1,0,2,yes
8600,49,4,1,2,1,3,1,2,5,5,3,0,2,no
8601,53,10,2,6,2,3,1,2,5,5,2,0,2,no
8602,35,9,3,4,1,1,1,2,5,5,4,0,2,no
8603,32,1,2,7,1,1,1,2,5,5,2,0,2,yes
8604,30,8,3,4,2,1,1,2,5,5,1,0,2,no
8605,28,2,3,3,1,3,1,2,5,5,1,0,2,no
8606,33,1,3,7,1,3,3,2,5,5,1,0,2,no
8607,33,11,2,3,1,1,1,2,5,5,1,0,2,yes
8608,25,1,3,4,1,3,3,2,5,5,2,0,2,no
8609,25,9,3,4,1,1,3,2,5,5,2,0,2,no
8610,32,4,2,7,1,3,1,2,5,5,1,0,2,no
8611,25,1,2,7,1,3,1,2,5,5,8,0,2,no
8612,31,1,3,7,1,3,1,2,5,5,2,0,2,no
8613,42,1,1,7,1,1,1,2,5,5,1,0,2,no
8614,45,5,2,8,2,3,1,2,5,5,3,0,2,no
8615,52,2,2,1,1,1,1,2,5,5,2,0,2,no
8616,26,9,3,4,1,1,1,2,5,5,1,0,2,no
8617,40,4,1,4,1,1,1,2,5,5,6,0,2,yes
8618,29,1,3,7,1,1,3,2,5,5,1,0,2,no
8619,31,2,2,4,1,1,1,2,5,5,1,0,2,no
8620,53,5,2,7,1,2,2,2,5,5,1,0,2,no
8621,36,2,2,3,1,1,3,2,5,5,1,0,2,yes
8622,56,1,2,7,1,1,1,2,5,5,1,0,2,no
8623,48,2,2,3,1,3,1,2,5,5,2,0,2,no
8624,32,8,2,4,2,3,1,2,5,5,2,0,2,no
8625,27,10,3,7,1,1,3,2,5,5,1,0,2,no
8626,26,1,3,4,1,1,1,2,5,5,6,0,2,no
8627,31,1,2,4,1,2,2,2,5,5,2,0,2,no
8628,35,2,2,4,1,1,1,2,5,5,2,0,2,no
8629,56,4,2,1,1,1,1,2,5,5,1,0,2,no
8630,34,10,1,3,1,1,1,2,5,5,3,0,2,no
8631,39,1,3,4,1,1,1,2,5,5,1,0,2,no
8632,31,1,2,7,1,3,1,2,5,5,6,0,2,no
8633,49,1,2,7,1,1,1,2,5,5,2,0,2,no
8634,42,8,2,3,1,1,1,2,5,5,1,0,2,no
8635,41,2,2,1,2,1,1,2,5,5,1,0,2,no
8636,37,2,2,2,1,1,1,2,5,5,2,0,2,no
8637,51,2,2,1,2,3,1,2,5,5,10,0,2,no
8638,39,1,3,4,1,1,1,2,5,5,2,0,2,no
8639,41,2,2,1,2,1,1,2,5,5,1,0,2,no
8640,53,2,2,1,2,3,1,2,5,5,7,0,2,no
8641,32,2,2,1,2,3,1,2,5,5,8,0,2,no
8642,50,4,1,4,2,3,1,2,5,5,4,0,2,no
8643,25,12,3,7,1,1,1,2,5,5,2,0,2,yes
8644,45,5,2,8,2,3,1,2,5,5,6,0,2,no
8645,61,6,2,4,1,2,2,2,5,5,4,0,2,no
8646,51,11,2,1,1,1,3,2,5,5,5,0,2,no
8647,33,1,3,4,1,1,1,2,5,5,2,0,2,no
8648,25,1,3,7,1,1,1,2,5,5,2,0,2,no
8649,23,2,2,3,1,3,1,2,5,5,3,0,2,no
8650,35,1,2,4,1,1,1,2,5,5,2,0,2,no
8651,29,11,3,7,1,3,1,2,5,5,2,0,2,no
8652,42,2,2,3,1,3,1,2,5,5,2,0,2,no
8653,32,1,3,4,1,3,1,2,5,5,2,0,2,no
8654,37,11,2,6,2,1,1,2,5,5,16,0,2,no
8655,38,1,2,4,1,1,1,2,5,5,2,0,2,no
8656,41,3,2,1,1,3,1,2,5,5,2,0,2,no
8657,40,2,2,1,1,1,1,2,5,5,1,0,2,no
8658,32,1,3,4,1,1,1,2,5,5,1,0,2,no
8659,50,1,2,4,2,1,1,2,5,5,1,0,2,no
8660,27,2,3,3,1,1,1,2,5,5,2,0,2,no
8661,36,2,3,3,1,2,2,2,5,5,7,0,2,no
8662,45,8,2,2,1,2,2,2,5,5,10,0,2,no
8663,35,10,3,6,1,3,1,2,5,5,2,0,2,no
8664,30,8,3,4,1,1,1,2,5,5,1,0,2,no
8665,36,1,2,3,1,1,1,2,5,5,3,0,2,no
8666,26,2,2,3,1,1,1,2,5,5,1,0,2,no
8667,26,1,2,4,1,1,1,2,5,5,2,0,2,no
8668,32,2,2,1,1,1,1,2,5,5,5,0,2,no
8669,29,1,3,4,1,3,1,2,5,5,2,0,2,no
8670,26,7,2,7,1,3,1,2,5,5,1,0,2,no
8671,46,2,2,3,1,1,1,2,5,5,2,0,2,no
8672,39,10,2,6,1,1,1,2,5,5,2,0,2,no
8673,46,2,2,3,1,1,1,2,5,5,2,0,2,no
8674,27,11,3,7,1,1,1,2,5,5,2,0,2,no
8675,32,1,2,7,1,1,1,2,5,5,3,0,2,no
8676,48,1,1,6,1,3,1,2,5,5,1,0,2,no
8677,42,2,2,3,2,1,1,2,5,5,6,0,2,no
8678,32,10,2,6,1,1,1,2,5,5,1,0,2,no
8679,23,8,3,4,1,1,1,2,5,5,9,0,2,no
8680,35,11,2,3,2,2,2,2,5,5,4,0,2,no
8681,59,6,2,2,2,1,1,2,5,5,5,0,2,no
8682,27,2,2,3,1,3,3,2,5,5,4,0,2,no
8683,53,1,1,7,1,3,1,2,5,5,1,0,2,no
8684,50,2,2,1,2,1,1,2,5,5,2,0,2,no
8685,41,2,2,1,2,1,1,2,5,5,2,0,2,no
8686,52,5,1,7,1,1,1,2,5,5,4,0,2,no
8687,36,3,2,7,1,3,3,2,5,5,1,0,2,no
8688,27,8,3,4,1,3,1,2,5,5,1,0,2,no
8689,38,1,3,7,1,3,1,2,5,5,1,0,2,no
8690,25,2,2,3,2,3,1,2,5,5,4,0,2,no
8691,29,2,3,7,1,1,1,2,5,5,2,0,2,no
8692,51,2,2,3,2,1,1,2,5,5,1,0,2,no
8693,29,8,2,4,1,1,1,2,5,5,2,0,2,no
8694,45,1,3,4,1,1,1,2,5,5,6,0,2,no
8695,56,1,3,3,1,3,1,2,5,5,2,0,2,no
8696,47,2,2,8,2,1,3,2,5,5,13,0,2,no
8697,28,2,2,2,2,3,1,2,5,5,1,0,2,no
8698,39,2,2,2,1,3,1,2,5,5,2,0,2,no
8699,53,5,2,2,2,3,1,2,5,5,6,0,2,no
8700,28,1,2,4,1,1,1,2,5,5,3,0,2,no
8701,45,2,2,4,1,1,1,2,5,5,4,0,2,no
8702,36,2,2,3,1,1,1,2,5,5,2,0,2,no
8703,36,2,2,3,1,1,1,2,5,5,2,0,2,no
8704,47,2,2,3,1,1,3,2,5,5,3,0,2,no
8705,40,1,1,2,2,1,3,2,5,5,3,0,2,no
8706,31,2,3,3,1,1,1,2,5,5,2,0,2,no
8707,36,10,3,3,2,3,1,2,5,5,2,0,2,no
8708,44,2,1,1,1,1,1,2,5,5,2,0,2,no
8709,24,10,3,4,1,3,1,2,5,5,2,0,2,no
8710,45,3,2,8,1,1,1,2,5,5,16,0,2,no
8711,54,3,2,7,1,3,1,2,5,5,2,0,2,no
8712,35,2,3,1,2,3,1,2,5,5,15,0,2,no
8713,49,2,2,8,2,1,1,2,5,5,4,0,2,no
8714,38,10,2,7,2,1,1,2,5,5,4,0,2,no
8715,55,6,1,6,1,3,1,2,5,5,4,0,2,no
8716,27,10,2,6,1,3,3,2,5,5,2,0,2,no
8717,54,10,2,6,1,3,1,2,5,5,6,0,2,no
8718,25,8,3,4,1,1,3,2,5,5,2,0,2,no
8719,40,10,2,6,1,1,1,2,5,5,5,0,2,no
8720,40,5,2,2,2,3,1,2,5,5,6,0,2,no
8721,47,2,2,1,2,1,1,2,5,5,2,0,2,no
8722,46,1,1,7,1,3,1,2,5,5,2,0,2,no
8723,46,2,2,4,1,3,1,2,5,5,2,0,2,no
8724,52,10,2,4,2,3,1,2,5,5,1,0,2,no
8725,30,2,2,2,1,1,1,2,5,5,2,0,2,no
8726,39,1,3,4,1,1,1,2,5,5,2,0,2,no
8727,54,1,2,7,2,3,1,2,5,5,10,0,2,no
8728,36,10,2,3,1,3,3,2,5,5,2,0,2,no
8729,33,2,2,1,1,3,3,2,5,5,4,0,2,no
8730,37,2,3,8,1,1,1,2,5,5,10,0,2,no
8731,59,2,2,3,2,1,1,2,5,5,1,0,2,no
8732,37,2,2,1,1,3,1,2,5,5,2,0,2,no
8733,38,2,2,2,1,3,1,2,5,5,3,0,2,no
8734,33,10,1,6,1,1,1,2,5,5,1,0,2,no
8735,34,8,2,7,1,1,1,2,5,5,1,0,2,no
8736,38,10,2,6,1,1,1,2,5,5,1,0,2,no
8737,42,2,2,2,1,1,3,2,5,5,1,0,2,no
8738,27,2,2,3,2,1,1,2,5,5,1,0,2,no
8739,22,8,3,4,1,1,1,2,5,5,1,0,2,no
8740,26,8,2,4,1,1,3,2,5,5,11,0,2,no
8741,51,10,1,6,1,1,1,2,5,3,3,0,2,no
8742,51,1,2,4,1,1,3,2,5,3,1,0,2,no
8743,40,11,1,4,1,1,3,2,5,3,1,0,2,no
8744,35,8,1,4,1,3,1,2,5,3,1,0,2,no
8745,54,1,2,4,1,3,1,2,5,3,1,0,2,no
8746,43,2,2,3,2,3,1,2,5,3,1,0,2,no
8747,36,10,2,6,1,1,1,2,5,3,1,0,2,no
8748,45,8,2,4,2,1,1,2,5,3,1,0,2,no
8749,32,7,2,7,1,1,1,2,5,3,1,0,2,no
8750,39,2,2,6,2,3,1,2,5,3,1,0,2,no
8751,36,1,1,4,1,1,1,2,5,3,1,0,2,no
8752,44,3,3,7,1,1,1,2,5,3,1,0,2,no
8753,37,2,2,6,1,3,1,2,5,3,1,0,2,no
8754,37,2,2,6,1,3,1,2,5,3,1,0,2,no
8755,36,2,2,8,1,1,1,2,5,3,1,0,2,no
8756,46,7,2,3,2,1,1,2,5,3,1,0,2,no
8757,58,2,2,6,2,1,3,2,5,3,1,0,2,no
8758,34,5,2,7,1,1,1,2,5,3,1,0,2,no
8759,45,12,2,8,1,1,1,2,5,3,8,0,2,no
8760,43,10,2,6,1,1,1,2,5,3,2,0,2,no
8761,34,5,2,7,1,3,1,2,5,3,1,0,2,no
8762,45,2,2,3,2,3,1,2,5,3,1,0,2,no
8763,23,8,3,6,2,1,1,2,5,3,1,0,2,no
8764,33,1,3,6,1,1,1,2,5,3,1,0,2,no
8765,45,7,2,7,1,3,1,2,5,3,11,0,2,no
8766,26,7,2,7,1,3,1,2,5,3,2,0,2,no
8767,52,2,2,3,1,3,1,2,5,3,2,0,2,no
8768,34,1,2,7,1,1,1,2,5,3,1,0,2,no
8769,31,8,3,6,1,1,1,2,5,3,1,0,2,no
8770,31,8,3,6,1,1,1,2,5,3,1,0,2,no
8771,54,1,1,7,1,1,1,2,5,3,1,0,2,no
8772,35,2,2,1,1,1,1,2,5,3,1,0,2,no
8773,53,10,2,8,1,1,1,2,5,3,1,0,2,no
8774,37,1,2,7,1,1,1,2,5,3,1,0,2,no
8775,34,8,2,4,2,3,1,2,5,3,1,0,2,no
8776,49,1,1,7,1,1,1,2,5,3,1,0,2,no
8777,55,4,1,7,1,3,1,2,5,3,1,0,2,no
8778,30,2,3,8,1,1,1,2,5,3,1,0,2,no
8779,30,2,3,8,1,3,1,2,5,3,1,0,2,no
8780,45,2,2,2,2,3,1,2,5,3,1,0,2,no
8781,35,2,2,8,1,1,3,2,5,3,1,0,2,no
8782,35,2,2,3,1,1,1,2,5,3,1,0,2,no
8783,52,6,2,4,1,1,1,2,5,3,2,0,2,no
8784,35,2,2,3,1,3,3,2,5,3,1,0,2,no
8785,58,2,2,1,1,1,1,2,5,3,1,0,2,no
8786,48,1,3,7,1,3,1,2,5,3,2,0,2,no
8787,28,1,3,7,1,3,1,2,5,3,6,0,2,no
8788,24,1,3,4,1,1,1,2,5,3,1,0,2,no
8789,32,2,2,3,1,3,1,2,5,3,1,0,2,no
8790,40,4,2,1,2,3,1,2,5,3,1,0,2,no
8791,41,4,2,4,1,3,1,2,5,3,1,0,2,no
8792,46,1,2,7,2,1,1,2,5,3,1,0,2,no
8793,29,8,3,4,1,3,1,2,5,3,1,0,2,no
8794,46,1,3,7,1,1,1,2,5,3,6,0,2,no
8795,36,10,2,6,1,3,1,2,5,3,1,0,2,no
8796,32,1,2,7,1,1,1,2,5,3,1,0,2,no
8797,48,1,2,4,1,3,3,2,5,3,1,0,2,no
8798,41,8,1,3,1,3,1,2,5,3,1,0,2,no
8799,50,4,2,8,1,3,1,2,5,3,1,0,2,no
8800,41,2,2,3,2,1,1,2,5,3,2,0,2,no
8801,28,10,3,6,2,1,1,2,5,3,2,0,2,no
8802,41,2,2,3,1,1,3,2,5,3,2,0,2,no
8803,30,10,2,7,2,1,1,2,5,3,1,0,2,no
8804,42,2,2,1,2,3,1,2,5,3,1,0,2,yes
8805,52,5,1,7,1,3,3,2,5,3,1,0,2,no
8806,46,1,2,4,1,1,1,2,5,3,1,0,2,no
8807,41,10,2,2,1,1,1,2,5,3,1,0,2,no
8808,23,8,3,6,2,1,1,2,5,3,1,0,2,no
8809,28,12,3,8,2,3,1,2,5,3,1,0,2,no
8810,33,7,2,7,1,3,1,2,5,3,1,0,2,no
8811,45,2,2,3,2,1,1,2,5,3,1,0,2,no
8812,38,8,2,4,2,1,1,2,5,3,5,0,2,no
8813,44,5,2,7,1,1,1,2,5,3,1,0,2,no
8814,30,10,3,6,1,2,2,2,5,3,1,0,2,no
8815,26,2,2,3,2,1,3,2,5,3,2,0,2,no
8816,57,6,3,6,1,1,1,2,5,3,1,0,2,no
8817,52,2,1,1,1,1,1,2,5,3,2,0,2,yes
8818,30,2,3,8,1,1,1,2,5,3,2,0,2,no
8819,35,1,2,7,1,3,3,2,5,3,1,0,2,no
8820,58,1,2,8,2,1,1,2,5,3,1,0,2,no
8821,46,2,2,6,1,1,1,2,5,3,1,0,2,yes
8822,26,1,3,4,1,1,1,2,5,3,1,0,2,no
8823,52,7,2,1,2,1,1,2,5,3,1,0,2,no
8824,48,5,2,7,1,3,1,2,5,3,1,0,2,no
8825,45,1,2,3,2,3,1,2,5,3,1,0,2,no
8826,49,2,2,3,2,1,1,2,5,3,2,0,2,yes
8827,58,6,2,1,2,3,1,2,5,3,1,0,2,no
8828,31,2,1,3,1,3,1,2,5,3,2,0,2,no
8829,41,10,2,6,1,1,1,2,5,3,2,0,2,no
8830,27,1,3,7,1,1,3,2,5,3,2,0,2,no
8831,43,2,3,6,1,1,1,2,5,3,1,0,2,no
8832,33,8,2,4,1,3,1,2,5,3,2,0,2,no
8833,40,3,2,3,1,1,1,2,5,3,1,0,2,no
8834,36,7,1,1,1,3,1,2,5,3,1,0,2,no
8835,58,4,2,1,1,3,1,2,5,3,1,0,2,no
8836,43,11,2,7,2,3,1,2,5,3,1,0,2,no
8837,31,1,2,3,1,1,1,2,5,3,1,0,2,no
8838,32,8,3,3,1,1,3,2,5,3,1,0,2,no
8839,59,10,2,8,2,2,2,2,5,3,2,0,2,no
8840,38,8,2,1,1,1,3,2,5,3,1,0,2,no
8841,30,2,2,3,1,3,1,2,5,3,1,0,2,no
8842,40,1,1,4,1,1,1,2,5,3,1,0,2,no
8843,45,2,2,1,2,3,1,2,5,3,1,0,2,no
8844,46,1,2,3,2,3,1,2,5,3,1,0,2,no
8845,41,2,2,3,2,1,1,2,5,3,1,0,2,no
8846,31,2,2,3,1,3,1,2,5,3,1,0,2,no
8847,31,2,2,3,1,1,1,2,5,3,1,0,2,no
8848,41,5,2,7,1,3,1,2,5,3,8,0,2,no
8849,39,8,1,4,1,1,1,2,5,3,1,0,2,no
8850,30,7,3,7,1,1,1,2,5,3,1,0,2,no
8851,49,2,2,8,1,1,1,2,5,3,1,0,2,no
8852,56,2,2,1,1,3,3,2,5,3,2,0,2,no
8853,43,2,2,1,2,1,1,2,5,3,1,0,2,no
8854,53,2,2,1,1,1,1,2,5,3,1,0,2,no
8855,29,2,3,2,1,3,1,2,5,3,1,0,2,no
8856,37,8,2,4,2,1,1,2,5,3,2,0,2,no
8857,52,10,2,3,1,3,1,2,5,3,2,0,2,no
8858,45,2,2,8,2,1,1,2,5,3,1,0,2,no
8859,57,10,1,3,1,1,1,2,5,3,1,0,2,no
8860,57,2,2,1,2,1,1,2,5,3,1,0,2,no
8861,36,5,2,7,1,1,1,2,5,3,1,0,2,no
8862,36,2,2,4,1,1,1,2,5,3,1,0,2,no
8863,50,2,2,1,1,3,1,2,5,3,1,0,2,no
8864,40,3,2,2,2,1,1,2,5,3,2,0,2,no
8865,39,2,2,2,2,1,1,2,5,3,1,0,2,no
8866,28,10,3,6,1,1,1,2,5,3,2,0,2,yes
8867,40,5,2,7,1,2,2,2,5,3,1,0,2,no
8868,28,2,2,3,1,3,3,2,5,3,2,0,2,no
8869,39,2,2,2,2,3,1,2,5,3,1,0,2,no
8870,32,3,2,4,2,3,1,2,5,3,1,0,2,no
8871,37,10,2,4,2,3,1,2,5,3,1,0,2,no
8872,49,3,2,1,2,1,1,2,5,3,1,0,2,no
8873,49,2,2,1,1,3,1,2,5,3,1,0,2,no
8874,40,11,1,4,1,1,3,2,5,3,1,0,2,no
8875,57,8,2,4,2,1,3,2,5,3,1,0,2,no
8876,42,4,1,1,2,3,1,2,5,3,2,0,2,no
8877,41,5,2,7,1,1,1,2,5,3,1,0,2,no
8878,53,8,2,4,2,3,1,2,5,3,1,0,2,no
8879,44,2,2,1,1,1,1,2,5,3,1,0,2,no
8880,47,10,2,6,1,1,1,2,5,3,1,0,2,no
8881,56,6,2,3,2,3,1,2,5,3,20,0,2,no
8882,40,8,1,4,1,1,1,2,5,3,2,0,2,no
8883,31,2,3,1,1,1,1,2,5,3,3,0,2,yes
8884,45,4,2,6,2,3,1,2,5,3,2,0,2,no
8885,56,10,2,6,2,1,1,2,5,3,2,0,2,no
8886,49,1,1,7,1,3,1,2,5,3,2,0,2,no
8887,29,3,1,3,1,3,1,2,5,3,1,0,2,no
8888,39,1,2,7,1,1,1,2,5,3,2,0,2,no
8889,38,8,2,4,2,1,1,2,5,3,1,0,2,no
8890,58,6,2,4,1,1,1,2,5,3,1,0,2,no
8891,37,2,2,4,1,1,1,2,5,3,1,0,2,no
8892,50,2,2,1,1,2,2,2,5,3,2,0,2,no
8893,59,6,2,4,2,1,3,2,5,3,1,0,2,no
8894,59,6,2,4,2,3,1,2,5,3,1,0,2,no
8895,35,1,3,1,2,1,1,2,5,3,2,0,2,no
8896,31,1,3,7,1,3,1,2,5,3,3,0,2,no
8897,41,5,2,8,2,1,3,2,5,3,1,0,2,yes
8898,55,6,2,6,1,3,1,2,5,3,1,0,2,no
8899,41,2,3,1,1,1,1,2,5,3,2,0,2,no
8900,42,2,2,1,2,1,1,2,5,3,2,0,2,no
8901,47,2,2,2,1,1,1,2,5,3,2,0,2,no
8902,42,2,2,8,2,3,1,2,5,3,1,0,2,no
8903,28,2,2,1,1,1,1,2,5,3,1,0,2,no
8904,54,1,2,7,1,3,3,2,5,3,2,0,2,no
8905,32,10,3,4,1,3,1,2,5,3,3,0,2,no
8906,59,12,2,8,2,1,1,2,5,3,1,0,2,yes
8907,35,10,2,6,1,3,1,2,5,3,1,0,2,no
8908,31,4,1,4,1,1,1,2,5,3,1,0,2,no
8909,39,8,2,4,1,1,1,2,5,3,1,0,2,no
8910,41,1,2,7,1,1,1,2,5,3,2,0,2,no
8911,36,2,2,4,1,3,1,2,5,3,11,0,2,no
8912,34,2,2,3,1,1,1,2,5,3,2,0,2,yes
8913,39,3,3,2,1,1,1,2,5,3,2,0,2,yes
8914,54,10,3,7,2,1,1,2,5,3,3,0,2,no
8915,44,2,2,1,1,2,2,2,5,3,3,0,2,no
8916,44,8,2,4,1,1,1,2,5,3,2,0,2,no
8917,44,10,3,3,1,3,1,2,5,3,3,0,2,no
8918,31,8,2,4,2,1,1,2,5,3,2,0,2,no
8919,56,3,2,7,2,3,1,2,5,3,1,0,2,no
8920,31,1,2,4,2,1,1,2,5,3,1,0,2,no
8921,33,7,3,7,1,2,2,2,5,3,3,0,2,no
8922,44,1,2,7,2,3,1,2,5,3,2,0,2,no
8923,47,1,1,4,1,1,1,2,5,3,2,0,2,no
8924,37,2,3,2,2,1,1,2,5,3,8,0,2,no
8925,41,2,2,1,2,1,1,2,5,3,1,0,2,no
8926,27,1,3,7,1,1,1,2,5,3,2,0,2,no
8927,49,2,2,1,2,1,1,2,5,3,2,0,2,no
8928,46,4,2,1,1,3,1,2,5,3,1,0,2,no
8929,42,2,2,1,1,3,1,2,5,3,2,0,2,no
8930,37,1,2,4,1,3,1,2,5,3,1,0,2,no
8931,46,2,2,1,2,3,1,2,5,3,3,0,2,no
